Player,Tm,Age,Pos,Games_G,Games_GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_1D,Receiving_Lng,Receiving_R/G,Receiving_Y/G,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_1D,Rushing_Lng,Rushing_Y/A,Rushing_Y/G,Rushing_A/G,Total Yds_Touch,Total Yds_Y/Tch,Total Yds_YScm,RRTD,Fmb,ProBowl,AllPro
Junior Hemingway,KAN,26,,14,1,22,12,108,9.0,0,8,17,0.9,7.7,54.5%,4.9,,,,0,,,,,12,9.0,108,0,0,False,False
John Kuhn,GNB,32,,16,2,4,4,23,5.8,0,0,9,0.3,1.4,100.0%,5.8,24,85,1,4,11,3.5,5.3,1.5,28,3.9,108,1,0,True,True
Ronnie Brown,2TM,33,,10,0,8,5,44,8.8,0,0,24,0.5,4.4,62.5%,5.5,20,63,0,0,11,3.2,6.3,2.0,25,4.3,107,0,0,False,False
Derek Carrier,SFO,24,,11,1,14,9,105,11.7,0,4,23,0.8,9.5,64.3%,7.5,1,2,0,1,2,2.0,0.2,0.1,10,10.7,107,0,1,False,False
Gavin Escobar,DAL,23,,16,1,13,9,105,11.7,4,7,26,0.6,6.6,69.2%,8.1,,,,0,,,,,9,11.7,105,4,0,False,False
Josh Huff,PHI,23,,12,0,18,8,98,12.3,0,4,44,0.7,8.2,44.4%,5.4,1,7,0,1,7,7.0,0.6,0.1,9,11.7,105,0,1,False,False
Dane Sanzenbacher,CIN,26,,10,1,15,9,105,11.7,0,5,26,0.9,10.5,60.0%,7.0,1,-1,0,1,-1,-1.0,-0.1,0.1,10,10.4,104,0,1,False,False
Darrel Young,WAS,27,RB,16,10,14,11,81,7.4,2,6,20,0.7,5.1,78.6%,5.8,9,22,3,6,14,2.4,1.4,0.6,20,5.2,103,5,0,False,False
Michael Campanaro,BAL,23,,4,0,9,7,102,14.6,1,5,19,1.8,25.5,77.8%,11.3,,,,0,,,,,7,14.6,102,1,0,False,False
Kevin Norwood,SEA,25,,9,2,10,9,102,11.3,0,5,31,1.0,11.3,90.0%,10.2,,,,0,,,,,9,11.3,102,0,0,False,False
Philip Rivers,SDG,33,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,37,102,0,11,17,2.8,6.4,2.3,37,2.8,102,0,8,False,False
Eric Weems,ATL,29,,16,0,11,10,102,10.2,2,5,40,0.6,6.4,90.9%,9.3,,,,0,,,,,10,10.2,102,2,0,False,False
Chris Owusu,2TM,24,,8,0,6,6,78,13.0,1,0,36,0.8,9.8,100.0%,13.0,1,23,1,0,23,23.0,2.9,0.1,7,14.4,101,2,0,False,False
Josh Morgan,CHI,29,WR,14,7,19,10,70,7.0,1,4,13,0.7,5.0,52.6%,3.7,2,30,0,1,21,15.0,2.1,0.1,12,8.3,100,1,0,False,False
Charlie Whitehurst,TEN,32,qb,7,5,0,0,10,,0,0,10,0.0,1.4,0.0%,,20,90,0,6,23,4.5,12.9,2.9,20,5.0,100,0,3,False,False
Brandon Bolden,NWE,24,,16,2,6,2,8,4.0,0,0,4,0.1,0.5,33.3%,1.3,28,89,1,5,17,3.2,5.6,1.8,30,3.2,97,1,0,False,False
Justin Brown,PIT,23,,8,1,21,12,94,7.8,0,4,18,1.5,11.8,57.1%,4.5,,,,0,,,,,12,7.8,94,0,1,False,False
Adrian Peterson,MIN,29,,1,1,3,2,18,9.0,0,1,9,2.0,18.0,66.7%,6.0,21,75,0,4,17,3.6,75.0,21.0,23,4.0,93,0,0,False,False
Matthew Stafford,DET,26,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,43,93,2,11,18,2.2,5.8,2.7,43,2.2,93,2,8,True,False
Derek Carr,OAK,23,QB,16,16,1,0,0,,0,0,0,0.0,0.0,0.0%,0.0,29,92,0,12,41,3.2,5.8,1.8,29,3.2,92,0,10,False,False
Ryan Griffin,HOU,24,,16,2,16,10,91,9.1,1,5,25,0.6,5.7,62.5%,5.7,,,,0,,,,,10,9.1,91,1,0,False,False
A.J. Jenkins,KAN,25,,9,2,15,9,93,10.3,0,5,27,1.0,10.3,60.0%,6.2,2,-2,0,0,0,-1.0,-0.2,0.2,11,8.3,91,0,1,False,False
Bruce Ellington,SFO,23,,13,0,12,6,62,10.3,2,5,20,0.5,4.8,50.0%,5.2,6,28,1,2,15,4.7,2.2,0.5,12,7.5,90,3,1,False,False
Mike Brown,JAX,25,,5,1,15,7,88,12.6,0,5,17,1.4,17.6,46.7%,5.9,,,,0,,,,,7,12.6,88,0,1,False,False
T.J. Graham,NYJ,25,,12,0,8,3,87,29.0,1,2,67,0.3,7.3,37.5%,10.9,,,,0,,,,,3,29.0,87,1,0,False,False
Mark Sanchez,PHI,28,qb,9,8,0,0,0,,0,0,0,0.0,0.0,0.0%,,34,87,1,5,15,2.6,9.7,3.8,34,2.6,87,1,7,False,False
Ryan Hewitt,CIN,23,TE,16,11,15,10,86,8.6,0,3,19,0.6,5.4,66.7%,5.7,1,0,0,0,0,0.0,0.0,0.1,11,7.8,86,0,0,False,False
Zurlon Tipton,IND,24,,6,0,6,6,68,11.3,1,5,32,1.0,11.3,100.0%,11.3,10,18,0,0,9,1.8,3.0,1.7,16,5.4,86,1,0,False,False
Zach Sudfeld,NYJ,25,,16,3,7,5,85,17.0,0,3,38,0.3,5.3,71.4%,12.1,,,,0,,,,,5,17.0,85,0,0,False,False
Rod Streater,OAK,26,,3,3,13,9,84,9.3,1,5,17,3.0,28.0,69.2%,6.5,,,,0,,,,,9,9.3,84,1,0,False,False
Storm Johnson,JAX,22,,6,1,1,1,-4,-4.0,0,0,-4,0.2,-0.7,100.0%,-4.0,29,86,2,5,20,3.0,14.3,4.8,30,2.7,82,2,0,False,False
Brian Tyms,NWE,25,,11,2,11,5,82,16.4,1,3,43,0.5,7.5,45.5%,7.5,,,,0,,,,,5,16.4,82,1,0,False,False
Will Ta'ufo'ou,JAX,28,,16,4,8,7,81,11.6,0,5,26,0.4,5.1,87.5%,10.1,,,,0,,,,,7,11.6,81,0,0,False,False
Anthony Sherman,KAN,26,RB,16,6,14,10,71,7.1,1,4,24,0.6,4.4,71.4%,5.1,2,8,0,1,4,4.0,0.5,0.1,12,6.6,79,1,0,False,False
Keshawn Martin,HOU,24,,16,0,12,6,78,13.0,0,3,32,0.4,4.9,50.0%,6.5,,,,0,,,,,6,13.0,78,0,0,False,False
Logan Paulsen,WAS,27,TE,16,12,16,13,78,6.0,1,2,16,0.8,4.9,81.3%,4.9,,,,0,,,,,13,6.0,78,1,1,False,False
Virgil Green,DEN,26,TE,13,9,6,6,74,12.3,1,5,38,0.5,5.7,100.0%,12.3,2,3,0,0,3,1.5,0.2,0.2,8,9.6,77,1,0,False,False
Rex Burkhead,CIN,24,,9,0,10,7,49,7.0,0,3,15,0.8,5.4,70.0%,4.9,9,27,1,1,10,3.0,3.0,1.0,16,4.8,76,1,0,False,False
Zach Miller,SEA,29,,3,3,7,6,76,12.7,0,3,24,2.0,25.3,85.7%,10.9,,,,0,,,,,6,12.7,76,0,0,False,False
DuJuan Harris,GNB,26,,15,0,2,1,11,11.0,0,1,11,0.1,0.7,50.0%,5.5,16,64,0,5,12,4.0,4.3,1.1,17,4.4,75,0,0,False,False
Joseph Fauria,DET,24,,7,0,12,6,74,12.3,1,4,26,0.9,10.6,50.0%,6.2,,,,0,,,,,6,12.3,74,1,0,False,False
George Winn,DET,24,,12,0,3,0,0,,0,0,0,0.0,0.0,0.0%,0.0,19,73,0,4,16,3.8,6.1,1.6,19,3.8,73,0,0,False,False
Danny Woodhead,SDG,29,,3,0,6,5,34,6.8,0,4,14,1.7,11.3,83.3%,5.7,15,38,0,2,13,2.5,12.7,5.0,20,3.6,72,0,0,False,False
Orleans Darkwa,2TM,22,,11,0,6,5,48,9.6,0,0,17,0.5,4.4,83.3%,8.0,9,23,1,0,12,2.6,2.1,0.8,14,5.1,71,1,0,False,False
Darren Fells,ARI,28,te,10,5,12,5,71,14.2,0,4,24,0.5,7.1,41.7%,5.9,,,,0,,,,,5,14.2,71,0,0,False,False
Joe Flacco,BAL,29,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,39,70,2,17,15,1.8,4.4,2.4,39,1.8,70,2,5,False,False
Marion Grice,ARI,23,,10,0,11,7,29,4.1,0,3,15,0.7,2.9,63.6%,2.6,15,41,1,3,8,2.7,4.1,1.5,22,3.2,70,1,0,False,False
Cedric Peerman,CIN,28,,16,0,5,3,27,9.0,0,1,17,0.2,1.7,60.0%,5.4,15,43,0,3,21,2.9,2.7,0.9,18,3.9,70,0,1,False,False
Brandon Pettigrew,DET,29,TE,14,9,15,10,70,7.0,0,4,13,0.7,5.0,66.7%,4.7,,,,0,,,,,10,7.0,70,0,0,False,False
Drew Brees,NOR,35,QB,16,16,1,1,1,1.0,0,0,1,0.1,0.1,100.0%,1.0,27,68,1,6,13,2.5,4.3,1.7,28,2.5,69,1,7,True,False
Greg Little,CIN,25,,6,1,12,6,69,11.5,0,3,21,1.0,11.5,50.0%,5.8,,,,0,,,,,6,11.5,69,0,0,False,False
Nick Foles,PHI,25,QB,8,8,0,0,0,,0,0,0,0.0,0.0,0.0%,,16,68,0,6,14,4.3,8.5,2.0,16,4.3,68,0,4,False,False
Ryan Grant,WAS,24,,16,2,15,7,68,9.7,0,4,21,0.4,4.3,46.7%,4.5,,,,0,,,,,7,9.7,68,0,0,False,False
Santonio Holmes,CHI,30,,9,2,14,8,67,8.4,0,6,15,0.9,7.4,57.1%,4.8,,,,0,,,,,8,8.4,67,0,1,False,False
Joe McKnight,KAN,26,,2,0,7,6,64,10.7,2,5,26,3.0,32.0,85.7%,9.1,1,3,0,0,3,3.0,1.5,0.5,7,9.6,67,2,0,False,False
Colt McCoy,WAS,28,,5,4,0,0,0,,0,0,0,0.0,0.0,0.0%,,16,66,1,5,20,4.1,13.2,3.2,16,4.1,66,1,6,False,False
David Nelson,NYJ,28,wr,6,5,16,8,65,8.1,0,4,17,1.3,10.8,50.0%,4.1,,,,0,,,,,8,8.1,65,0,2,False,False
Chase Coffman,TEN,28,,13,3,14,6,64,10.7,1,4,18,0.5,4.9,42.9%,4.6,,,,0,,,,,6,10.7,64,1,0,False,False
Quinton Patton,SFO,24,,4,0,8,3,44,14.7,0,1,35,0.8,11.0,37.5%,5.5,1,20,0,0,20,20.0,5.0,0.3,4,16.0,64,0,1,False,False
Dri Archer,PIT,23,,12,0,10,7,23,3.3,0,0,15,0.6,1.9,70.0%,2.3,10,40,0,2,15,4.0,3.3,0.8,17,3.7,63,0,0,False,False
Russell Shepard,TAM,24,,16,0,8,4,63,15.8,0,3,23,0.3,3.9,50.0%,7.9,,,,0,,,,,4,15.8,63,0,0,False,False
Drew Stanton,ARI,30,QB,9,8,0,0,0,,0,0,0,0.0,0.0,0.0%,,25,63,0,5,13,2.5,7.0,2.8,25,2.5,63,0,1,False,False
Patrick DiMarco,ATL,25,RB,16,7,14,9,62,6.9,1,4,16,0.6,3.9,64.3%,4.4,,,,0,,,,,9,6.9,62,1,0,False,False
Jorvorskie Lane,TAM,27,,9,4,1,1,3,3.0,0,0,3,0.1,0.3,100.0%,3.0,3,58,0,1,54,19.3,6.4,0.3,4,15.3,61,0,0,False,False
Tony Romo,DAL,34,QB,15,15,0,0,0,,0,0,0,0.0,0.0,0.0%,,26,61,0,6,21,2.3,4.1,1.7,26,2.3,61,0,7,True,False
James White,NWE,22,,3,0,5,5,23,4.6,0,1,11,1.7,7.7,100.0%,4.6,9,38,0,1,11,4.2,12.7,3.0,14,4.4,61,0,0,False,False
James Casey,PHI,30,,16,2,3,3,59,19.7,2,3,26,0.2,3.7,100.0%,19.7,,,,0,,,,,3,19.7,59,2,0,False,False
Jonathan Dwyer,ARI,25,,2,0,3,2,8,4.0,0,0,5,1.0,4.0,66.7%,2.7,16,51,1,3,20,3.2,25.5,8.0,18,3.3,59,1,0,False,False
Jed Collins,DET,28,,16,2,6,5,39,7.8,1,2,24,0.3,2.4,83.3%,6.5,8,19,0,5,3,2.4,1.2,0.5,13,4.5,58,1,0,False,False
Robert Herron,TAM,22,,8,0,12,6,58,9.7,1,3,16,0.8,7.3,50.0%,4.8,1,0,0,0,0,0.0,0.0,0.1,7,8.3,58,1,0,False,False
Tom Brady,NWE,37,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,36,57,0,11,17,1.6,3.6,2.3,36,1.6,57,0,6,True,False
John Conner,NYJ,27,,12,3,3,2,35,17.5,1,2,26,0.2,2.9,66.7%,11.7,6,20,0,1,13,3.3,1.7,0.5,8,6.9,55,1,0,False,False
Cory Harkey,STL,24,RB,16,13,11,8,55,6.9,1,5,21,0.5,3.4,72.7%,5.0,,,,0,,,,,8,6.9,55,1,0,False,False
Ace Sanders,JAX,23,,12,0,7,6,55,9.2,0,1,24,0.5,4.6,85.7%,7.9,,,,0,,,,,6,9.2,55,0,2,False,False
Bryan Walters,SEA,27,,13,0,11,6,57,9.5,0,3,17,0.5,4.4,54.5%,5.2,1,-2,0,0,-2,-2.0,-0.2,0.1,7,7.9,55,0,0,False,False
Kris Durham,TEN,26,,4,0,11,6,54,9.0,0,2,14,1.5,13.5,54.5%,4.9,,,,0,,,,,6,9.0,54,0,0,False,False
Garrett Celek,SFO,26,,3,1,2,2,53,26.5,0,2,31,0.7,17.7,100.0%,26.5,,,,0,,,,,2,26.5,53,0,0,False,False
EJ Manuel,BUF,24,,5,4,0,0,0,,0,0,0,0.0,0.0,0.0%,,16,52,1,2,8,3.3,10.4,3.2,16,3.3,52,1,1,False,False
Corey Washington,NYG,23,,14,0,8,5,52,10.4,1,4,20,0.4,3.7,62.5%,6.5,,,,0,,,,,5,10.4,52,1,0,False,False
Marquise Goodwin,BUF,24,,10,0,9,1,42,42.0,0,1,42,0.1,4.2,11.1%,4.7,3,8,0,1,12,2.7,0.8,0.3,4,12.5,50,0,1,False,False
Chris Ogbonnaya,2TM,28,,7,0,1,0,0,,0,0,0,0.0,0.0,0.0%,0.0,14,50,1,0,9,3.6,7.1,2.0,14,3.6,50,1,0,False,False
Kevin Ogletree,NYG,27,,7,0,9,5,50,10.0,0,2,15,0.7,7.1,55.6%,5.6,,,,0,,,,,5,10.0,50,0,0,False,False
Adrien Robinson,NYG,26,,16,1,7,5,50,10.0,1,3,29,0.3,3.1,71.4%,7.1,,,,0,,,,,5,10.0,50,1,0,False,False
Mike Glennon,TAM,25,qb,6,5,0,0,0,,0,0,0,0.0,0.0,0.0%,,10,49,0,3,19,4.9,8.2,1.7,10,4.9,49,0,2,False,False
James Develin,NWE,26,,16,4,8,6,43,7.2,0,3,13,0.4,2.7,75.0%,5.4,3,5,0,0,5,1.7,0.3,0.2,9,5.3,48,0,1,False,False
Chris Gragg,BUF,24,te,10,5,10,7,48,6.9,1,4,14,0.7,4.8,70.0%,4.8,,,,0,,,,,7,6.9,48,1,0,False,False
James Hanna,DAL,25,TE,16,12,6,4,48,12.0,0,3,27,0.3,3.0,66.7%,8.0,,,,0,,,,,4,12.0,48,0,0,False,False
Andrew Sendejo,MIN,27,,16,3,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,48,0,1,48,48.0,3.0,0.1,1,48.0,48,0,0,False,False
Trey Watts,STL,23,,14,0,4,3,18,6.0,0,2,11,0.2,1.3,75.0%,4.5,7,30,0,3,9,4.3,2.1,0.5,10,4.8,48,0,0,False,False
Andre Caldwell,DEN,29,,16,2,15,5,47,9.4,0,4,15,0.3,2.9,33.3%,3.1,,,,0,,,,,5,9.4,47,0,0,False,False
Jeff Maehl,PHI,25,,8,0,5,5,46,9.2,0,1,15,0.6,5.8,100.0%,9.2,,,,0,,,,,5,9.2,46,0,0,False,False
Matt Spaeth,PIT,31,TE,15,8,4,3,46,15.3,1,2,33,0.2,3.1,75.0%,11.5,,,,0,,,,,3,15.3,46,1,0,False,False
Seyi Ajirotutu,SDG,27,,16,1,12,4,45,11.3,0,4,17,0.3,2.8,33.3%,3.8,,,,0,,,,,4,11.3,45,0,0,False,False
Frankie Hammond,KAN,24,,16,3,11,4,45,11.3,0,2,22,0.3,2.8,36.4%,4.1,,,,0,,,,,4,11.3,45,0,0,False,False
Michael Hoomanawanui,NWE,26,TE,16,12,6,3,44,14.7,0,2,23,0.2,2.8,50.0%,7.3,,,,0,,,,,3,14.7,44,0,0,False,False
Brandon Williams,CAR,27,,14,0,8,4,44,11.0,0,4,16,0.3,3.1,50.0%,5.5,,,,0,,,,,4,11.0,44,0,0,False,False
Michael Cox,NYG,26,,4,0,3,2,9,4.5,0,0,9,0.5,2.3,66.7%,3.0,4,33,0,1,17,8.3,8.3,1.0,6,7.0,42,0,0,False,False
Lee Smith,BUF,27,TE,14,10,8,7,42,6.0,1,3,18,0.5,3.0,87.5%,5.3,,,,0,,,,,7,6.0,42,1,0,False,False
Will Johnson,PIT,25,rb,16,5,9,6,41,6.8,0,3,18,0.4,2.6,66.7%,4.6,2,0,0,0,0,0.0,0.0,0.1,8,5.1,41,0,0,False,False
Luke Stocker,TAM,26,RB,13,7,11,7,41,5.9,0,2,11,0.5,3.2,63.6%,3.7,,,,0,,,,,7,5.9,41,0,0,False,False
Brian Hoyer,CLE,29,QB,14,13,0,0,0,,0,0,0,0.0,0.0,0.0%,,24,39,0,5,11,1.6,2.8,1.7,24,1.6,39,0,4,False,False
Chris Thompson,WAS,24,,2,0,7,6,27,4.5,1,2,9,3.0,13.5,85.7%,3.9,3,12,0,0,7,4.0,6.0,1.5,9,4.3,39,1,0,False,False
Fitzgerald Toussaint,BAL,24,,4,0,6,3,27,9.0,0,1,15,0.8,6.8,50.0%,4.5,6,12,0,2,12,2.0,3.0,1.5,9,4.3,39,0,0,False,False
Aaron Dobson,NWE,23,,4,1,5,3,38,12.7,0,2,16,0.8,9.5,60.0%,7.6,,,,0,,,,,3,12.7,38,0,0,False,False
Jerrel Jernigan,NYG,25,,2,1,9,6,40,6.7,0,2,11,3.0,20.0,66.7%,4.4,1,-2,0,0,-2,-2.0,-1.0,0.5,7,5.4,38,0,0,False,False
Troy Niklas,ARI,22,,7,2,3,3,38,12.7,0,2,17,0.4,5.4,100.0%,12.7,,,,0,,,,,3,12.7,38,0,0,False,False
Jackie Battle,TEN,31,,16,1,5,5,28,5.6,0,2,12,0.3,1.8,100.0%,5.6,5,9,1,4,5,1.8,0.6,0.3,10,3.7,37,1,0,False,False
Tyler Eifert,CIN,24,,1,1,3,3,37,12.3,0,2,20,3.0,37.0,100.0%,12.3,,,,0,,,,,3,12.3,37,0,0,False,False
Austin Johnson,NOR,25,,7,1,2,2,15,7.5,1,2,13,0.3,2.1,100.0%,7.5,8,22,0,5,8,2.8,3.1,1.1,10,3.7,37,1,0,False,False
Austin Davis,STL,25,QB,10,8,0,0,0,,0,0,0,0.0,0.0,0.0%,,16,36,0,2,12,2.3,3.6,1.6,16,2.3,36,0,5,False,False
Case Keenum,HOU,26,,2,2,0,0,0,,0,0,0,0.0,0.0,0.0%,,10,35,0,6,13,3.5,17.5,5.0,10,3.5,35,0,1,False,False
Brian Leonhardt,OAK,24,,12,3,8,6,35,5.8,1,2,12,0.5,2.9,75.0%,4.4,,,,0,,,,,6,5.8,35,1,0,False,False
Tommy Bohanon,NYJ,24,,4,2,2,2,30,15.0,0,2,16,0.5,7.5,100.0%,15.0,1,3,0,1,3,3.0,0.8,0.3,3,11.0,33,0,0,False,False
Darrius Heyward-Bey,PIT,27,,16,1,5,3,33,11.0,0,1,17,0.2,2.1,60.0%,6.6,,,,0,,,,,3,11.0,33,0,1,False,False
Mike James,TAM,23,,11,0,1,1,-5,-5.0,0,0,-5,0.1,-0.5,100.0%,-5.0,19,37,0,4,9,1.9,3.4,1.7,20,1.6,32,0,0,False,False
Cyrus Gray,KAN,25,,9,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,8,31,1,1,6,3.9,3.4,0.9,8,3.9,31,1,0,False,False
Erik Lorig,NOR,28,rb,10,6,10,9,27,3.0,1,2,14,0.9,2.7,90.0%,2.7,3,4,0,0,4,1.3,0.4,0.3,12,2.6,31,1,1,False,False
Eli Manning,NYG,33,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,12,31,1,4,18,2.6,1.9,0.8,12,2.6,31,1,7,False,False
Vance McDonald,SFO,24,,8,4,8,2,30,15.0,0,0,21,0.3,3.8,25.0%,3.8,,,,0,,,,,2,15.0,30,0,1,False,False
DeVier Posey,HOU,24,,1,1,1,1,30,30.0,0,1,30,1.0,30.0,100.0%,30.0,,,,0,,,,,1,30.0,30,0,0,False,False
Alfonso Smith,SFO,27,,6,0,4,3,11,3.7,0,0,5,0.5,1.8,75.0%,2.8,7,19,0,1,12,2.7,3.2,1.2,10,3.0,30,0,0,False,False
Phillip Supernaw,2TM,24,,8,1,3,3,30,10.0,0,0,29,0.4,3.8,100.0%,10.0,,,,0,,,,,3,10.0,30,0,0,False,False
Derrick Coleman,SEA,24,,5,1,2,2,29,14.5,1,2,15,0.4,5.8,100.0%,14.5,,,,0,,,,,2,14.5,29,1,0,False,False
Johnny Manziel,CLE,22,,5,2,0,0,0,,0,0,0,0.0,0.0,0.0%,,9,29,1,1,10,3.2,5.8,1.8,9,3.2,29,1,1,False,False
C.J. Fiedorowicz,HOU,23,te,15,8,7,4,28,7.0,1,1,9,0.3,1.9,57.1%,4.0,,,,0,,,,,4,7.0,28,1,0,False,False
Jerome Felton,MIN,28,,16,3,2,0,0,,0,0,0,0.0,0.0,0.0%,0.0,4,27,0,2,21,6.8,1.7,0.3,4,6.8,27,0,0,False,False
Craig Stevens,TEN,30,,5,4,2,2,26,13.0,0,1,20,0.4,5.2,100.0%,13.0,,,,0,,,,,2,13.0,26,0,0,False,False
Frank Summers,BUF,29,RB,10,6,8,5,9,1.8,0,0,4,0.5,0.9,62.5%,1.1,6,17,1,4,4,2.8,1.7,0.6,11,2.4,26,1,0,False,False
Antwon Blake,PIT,24,,16,1,1,1,25,25.0,0,1,25,0.1,1.6,100.0%,25.0,,,,0,,,,,1,25.0,25,0,0,False,False
Ryan Broyles,DET,26,,5,0,5,2,25,12.5,0,2,21,0.4,5.0,40.0%,5.0,,,,0,,,,,2,12.5,25,0,0,False,False
Chad Henne,JAX,29,,3,3,0,0,0,,0,0,0,0.0,0.0,0.0%,,4,25,0,2,12,6.3,8.3,1.3,4,6.3,25,0,1,False,False
Carson Palmer,ARI,35,qb,6,6,1,0,0,,0,0,0,0.0,0.0,0.0%,0.0,8,25,0,1,12,3.1,4.2,1.3,8,3.1,25,0,3,False,False
Derek Anderson,CAR,31,,6,2,0,0,0,,0,0,0,0.0,0.0,0.0%,,8,24,0,3,8,3.0,4.0,1.3,8,3.0,24,0,2,False,False
Jay Prosch,HOU,22,RB,16,5,4,1,24,24.0,0,1,24,0.1,1.5,25.0%,6.0,,,,0,,,,,1,24.0,24,0,0,False,False
Taylor Thompson,TEN,25,,3,1,4,2,24,12.0,0,2,13,0.7,8.0,50.0%,6.0,,,,0,,,,,2,12.0,24,0,0,False,False
Jarrett Boykin,GNB,25,,13,3,12,3,23,7.7,0,1,11,0.2,1.8,25.0%,1.9,,,,0,,,,,3,7.7,23,0,0,False,False
Cody Latimer,DEN,22,,8,0,4,2,23,11.5,0,1,14,0.3,2.9,50.0%,5.8,,,,0,,,,,2,11.5,23,0,0,False,False
Griff Whalen,IND,24,,10,0,3,2,23,11.5,0,2,18,0.2,2.3,66.7%,7.7,,,,0,,,,,2,11.5,23,0,2,False,False
Jeremy Stewart,DEN,25,,6,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,6,22,0,1,16,3.7,3.7,1.0,6,3.7,22,0,0,False,False
Kevin Brock,CIN,28,,14,2,6,5,21,4.2,0,2,10,0.4,1.5,83.3%,3.5,,,,0,,,,,5,4.2,21,0,0,False,False
Gator Hoskins,2TM,23,,15,0,4,3,21,7.0,0,0,14,0.2,1.4,75.0%,5.3,,,,0,,,,,3,7.0,21,0,0,False,False
Ben Roethlisberger,PIT,32,QB,16,16,0,0,-6,,0,0,-6,0.0,-0.4,0.0%,,33,27,0,6,8,0.8,1.7,2.1,33,0.6,21,0,9,True,False
Kirk Cousins,WAS,26,qb,6,5,0,0,0,,0,0,0,0.0,0.0,0.0%,,7,20,0,3,12,2.9,3.3,1.2,7,2.9,20,0,2,False,False
Demetrius Harris,KAN,23,,8,3,5,3,20,6.7,0,2,10,0.4,2.5,60.0%,4.0,,,,0,,,,,3,6.7,20,0,0,False,False
Shaun Draughn,3TM,27,,10,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,10,19,0,0,6,1.9,1.9,1.0,10,1.9,19,0,0,False,False
Solomon Patton,2TM,24,,13,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,19,0,0,19,19.0,1.5,0.1,1,19.0,19,0,1,False,False
Matt Cassel,MIN,32,,3,3,0,0,0,,0,0,0,0.0,0.0,0.0%,,9,18,0,1,13,2.0,6.0,3.0,9,2.0,18,0,3,False,False
Jamize Olawale,OAK,25,,16,0,6,5,18,3.6,2,2,7,0.3,1.1,83.3%,3.0,2,0,0,0,0,0.0,0.0,0.1,7,2.6,18,2,0,False,False
Devin Street,DAL,23,,16,0,7,2,18,9.0,0,1,9,0.1,1.1,28.6%,2.6,,,,0,,,,,2,9.0,18,0,0,False,False
Ray Agnew,CLE,23,RB,12,9,9,3,15,5.0,0,1,12,0.3,1.3,33.3%,1.7,2,2,0,1,2,1.0,0.2,0.2,5,3.4,17,0,0,False,False
Cameron Brate,TAM,23,,5,1,1,1,17,17.0,0,1,17,0.2,3.4,100.0%,17.0,,,,0,,,,,1,17.0,17,0,0,False,False
Josh Harris,PIT,23,,5,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,9,16,0,2,4,1.8,3.2,1.8,9,1.8,16,0,0,False,False
Nic Jacobs,JAX,23,,13,4,3,2,16,8.0,1,2,14,0.2,1.2,66.7%,5.3,,,,0,,,,,2,8.0,16,1,0,False,False
Jeff Janis,GNB,23,,3,0,2,2,16,8.0,0,2,9,0.7,5.3,100.0%,8.0,,,,0,,,,,2,8.0,16,0,0,False,False
Christian Ponder,MIN,26,,2,1,0,0,0,,0,0,0,0.0,0.0,0.0%,,4,16,1,2,8,4.0,8.0,2.0,4,4.0,16,1,0,False,False
Joe Webb,CAR,28,,7,0,3,1,16,16.0,0,1,16,0.1,2.3,33.3%,5.3,,,,0,,,,,1,16.0,16,0,0,False,False
Chase Daniel,KAN,28,,3,1,0,0,0,,0,0,0,0.0,0.0,0.0%,,4,15,0,1,9,3.8,5.0,1.3,4,3.8,15,0,0,False,False
Brian Leonard,NOR,30,,1,0,1,1,15,15.0,0,1,15,1.0,15.0,100.0%,15.0,,,,0,,,,,1,15.0,15,0,0,False,False
David Ausberry,OAK,27,,6,0,4,2,14,7.0,0,0,7,0.3,2.3,50.0%,3.5,,,,0,,,,,2,7.0,14,0,0,False,False
Kyle Orton,BUF,32,QB,12,12,0,0,0,,0,0,0,0.0,0.0,0.0%,,15,14,1,2,10,0.9,1.2,1.3,15,0.9,14,1,3,False,False
Damian Williams,2TM,26,,3,0,1,1,14,14.0,0,0,14,0.3,4.7,100.0%,14.0,,,,0,,,,,1,14.0,14,0,0,False,False
David Bruton,DEN,27,,14,1,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,13,0,1,13,13.0,0.9,0.1,1,13.0,13,0,0,False,False
Henry Hynoski,NYG,26,,16,4,0,0,0,,0,0,0,0.0,0.0,0.0%,,7,13,0,4,4,1.9,0.8,0.4,7,1.9,13,0,0,False,False
Tavarres King,TAM,24,,2,0,3,2,13,6.5,0,1,7,1.0,6.5,66.7%,4.3,,,,0,,,,,2,6.5,13,0,0,False,False
