Player,Tm,Age,Pos,Games_G,Games_GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_1D,Receiving_Lng,Receiving_R/G,Receiving_Y/G,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_1D,Rushing_Lng,Rushing_Y/A,Rushing_Y/G,Rushing_A/G,Total Yds_Touch,Total Yds_Y/Tch,Total Yds_YScm,RRTD,Fmb,ProBowl,AllPro
Tiquan Underwood,JAX,23,,10,0,22,8,111,13.9,0,5,22,0.8,11.1,36.4%,5.0,,,,0,,,,,8,13.9,111,0,0,False,False
Roydell Williams,WAS,29,,16,0,18,8,109,13.6,0,4,34,0.5,6.8,44.4%,6.1,,,,0,,,,,8,13.6,109,0,0,False,False
Kevin Faulk,NWE,34,,2,2,10,6,62,10.3,0,2,21,3.0,31.0,60.0%,6.2,8,45,0,1,11,5.6,22.5,4.0,14,7.6,107,0,0,False,False
Eric Decker,DEN,23,,14,0,8,6,106,17.7,1,4,38,0.4,7.6,75.0%,13.3,,,,0,,,,,6,17.7,106,1,3,False,False
James Davis,2TM,24,,7,0,5,4,45,11.3,0,0,28,0.6,6.4,80.0%,9.0,19,60,0,0,14,3.2,8.6,2.7,23,4.6,105,0,0,False,False
Mark Sanchez,NYJ,24,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,30,105,3,10,20,3.5,6.6,1.9,30,3.5,105,3,9,False,False
Steve Slaton,HOU,24,,12,1,4,3,11,3.7,0,1,12,0.3,0.9,75.0%,2.8,19,93,0,4,23,4.9,7.8,1.6,22,4.7,104,0,0,False,False
Aaron Brown,DET,25,,6,0,13,8,45,5.6,0,2,10,1.3,7.5,61.5%,3.5,17,58,0,2,9,3.4,9.7,2.8,25,4.1,103,0,0,False,False
Johnnie Lee Higgins,OAK,27,,13,1,30,10,103,10.3,0,5,26,0.8,7.9,33.3%,3.4,,,,0,,,,,10,10.3,103,0,0,False,False
Ahmard Hall,TEN,31,,16,4,20,15,100,6.7,0,5,19,0.9,6.3,75.0%,5.0,1,1,0,1,1,1.0,0.1,0.1,16,6.3,101,0,0,False,False
Stephen Williams,ARI,24,,11,3,23,9,101,11.2,0,5,17,0.8,9.2,39.1%,4.4,,,,0,,,,,9,11.2,101,0,0,False,False
Julian Edelman,NWE,24,,15,3,14,7,86,12.3,0,3,40,0.5,5.7,50.0%,6.1,2,14,0,1,13,7.0,0.9,0.1,9,11.1,100,0,1,False,False
James Casey,HOU,26,,16,4,14,8,98,12.3,0,5,33,0.5,6.1,57.1%,7.0,,,,0,,,,,8,12.3,98,0,0,False,False
Kyle Orton,DEN,28,QB,13,13,0,0,0,,0,0,0,0.0,0.0,0.0%,,22,98,0,9,14,4.5,7.5,1.7,22,4.5,98,0,4,False,False
Dominique Zeigler,SFO,26,,11,0,15,9,98,10.9,0,5,20,0.8,8.9,60.0%,6.5,,,,0,,,,,9,10.9,98,0,0,False,False
Justin Peelle,ATL,31,TE,13,8,15,10,96,9.6,1,8,15,0.8,7.4,66.7%,6.4,,,,0,,,,,10,9.6,96,1,0,False,False
Stefan Logan,DET,29,,16,0,1,0,0,,0,0,0,0.0,0.0,0.0%,0.0,15,95,0,5,21,6.3,5.9,0.9,15,6.3,95,0,3,False,False
Dezmon Briscoe,TAM,21,,2,0,7,6,93,15.5,1,4,54,3.0,46.5,85.7%,13.3,,,,0,,,,,6,15.5,93,1,0,False,False
Patrick Cobbs,MIA,27,,16,1,18,8,91,11.4,2,4,29,0.5,5.7,44.4%,5.1,4,0,0,0,4,0.0,0.0,0.3,12,7.6,91,2,1,False,False
Vonta Leach,HOU,29,fb,16,5,15,8,91,11.4,0,3,21,0.5,5.7,53.3%,6.1,,,,0,,,,,8,11.4,91,0,0,True,True
Rashied Davis,CHI,31,,16,0,13,9,84,9.3,1,6,21,0.6,5.3,69.2%,6.5,,,,0,,,,,9,9.3,84,1,1,False,False
Joe Flacco,BAL,25,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,43,84,1,10,14,2.0,5.3,2.7,43,2.0,84,1,9,False,False
Keith Toston,STL,23,,16,0,2,2,29,14.5,0,1,23,0.1,1.8,100.0%,14.5,19,54,0,2,10,2.8,3.4,1.2,21,4.0,83,0,0,False,False
Maurice Stovall,TAM,25,,12,1,9,7,81,11.6,1,4,38,0.6,6.8,77.8%,9.0,,,,0,,,,,7,11.6,81,1,0,False,False
Brandon Myers,OAK,25,,15,3,16,12,80,6.7,0,4,16,0.8,5.3,75.0%,5.0,,,,0,,,,,12,6.7,80,0,1,False,False
Matt Spaeth,PIT,27,TE,14,13,18,9,80,8.9,1,4,13,0.6,5.7,50.0%,4.4,,,,0,,,,,9,8.9,80,1,0,False,False
Adrian Arrington,NOR,25,,1,0,9,7,79,11.3,0,3,17,7.0,79.0,77.8%,8.8,,,,0,,,,,7,11.3,79,0,0,False,False
Eldra Buckley,PHI,25,,16,0,2,1,10,10.0,0,0,10,0.1,0.6,50.0%,5.0,21,67,0,3,13,3.2,4.2,1.3,22,3.5,77,0,1,False,False
Leonard Pope,KAN,27,te,16,6,19,10,76,7.6,2,7,14,0.6,4.8,52.6%,4.0,,,,0,,,,,10,7.6,76,2,0,False,False
Stephen McGee,DAL,25,,2,1,0,0,0,,0,0,0,0.0,0.0,0.0%,,13,74,0,4,14,5.7,37.0,6.5,13,5.7,74,0,1,False,False
Donald Lee,GNB,30,TE,15,6,12,11,73,6.6,3,6,17,0.7,4.9,91.7%,6.1,,,,0,,,,,11,6.6,73,3,1,False,False
Kory Sperry,SDG,25,,7,1,4,4,73,18.3,0,3,35,0.6,10.4,100.0%,18.3,,,,0,,,,,4,18.3,73,0,0,False,False
Tyler Thigpen,MIA,26,,5,1,0,0,0,,0,0,0,0.0,0.0,0.0%,,13,73,0,3,12,5.6,14.6,2.6,13,5.6,73,0,1,False,False
Kris Wilson,SDG,29,te,14,7,,6,73,12.2,0,0,37,0.4,5.2,0.0%,,,,,0,,,,,6,12.2,73,0,1,False,False
Clay Harbor,PHI,23,TE,9,6,15,9,72,8.0,1,3,24,1.0,8.0,60.0%,4.8,,,,0,,,,,9,8.0,72,1,0,False,False
Bear Pascoe,NYG,24,TE,15,11,13,9,72,8.0,0,5,12,0.6,4.8,69.2%,5.5,,,,0,,,,,9,8.0,72,0,0,False,False
Brett Swain,GNB,25,,16,1,9,6,72,12.0,0,3,31,0.4,4.5,66.7%,8.0,,,,0,,,,,6,12.0,72,0,0,False,False
Eli Manning,NYG,29,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,32,70,0,4,16,2.2,4.4,2.0,32,2.2,70,0,7,False,False
Jason Wright,ARI,28,,15,1,16,8,42,5.3,0,1,9,0.5,2.8,50.0%,2.6,6,28,0,3,10,4.7,1.9,0.4,14,5.0,70,0,1,False,False
Spencer Larsen,DEN,26,fb,11,5,5,5,51,10.2,1,3,29,0.5,4.6,100.0%,10.2,3,18,0,3,14,6.0,1.6,0.3,8,8.6,69,1,0,False,False
Reggie Hodges,CLE,28,,16,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,68,0,1,68,68.0,4.3,0.1,1,68.0,68,0,0,False,False
Anthony Gonzalez,IND,26,,2,0,9,5,67,13.4,0,3,34,2.5,33.5,55.6%,7.4,,,,0,,,,,5,13.4,67,0,0,False,False
Dan Gronkowski,DEN,25,,12,4,13,8,65,8.1,0,3,13,0.7,5.4,61.5%,5.0,,,,0,,,,,8,8.1,65,0,0,False,False
Kevin Kolb,PHI,26,qb,7,5,0,0,0,,0,0,0,0.0,0.0,0.0%,,15,65,0,6,19,4.3,9.3,2.1,15,4.3,65,0,6,False,False
Ramses Barden,NYG,24,,6,0,7,5,64,12.8,0,1,26,0.8,10.7,71.4%,9.1,,,,0,,,,,5,12.8,64,0,0,False,False
Sam Bradford,STL,23,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,27,63,1,6,17,2.3,3.9,1.7,27,2.3,63,1,7,False,False
Mardy Gilyard,STL,24,,11,2,16,6,63,10.5,0,4,21,0.5,5.7,37.5%,3.9,,,,0,,,,,6,10.5,63,0,1,False,False
Tarvaris Jackson,MIN,27,,3,1,0,0,0,,0,0,0,0.0,0.0,0.0%,,7,63,0,3,33,9.0,21.0,2.3,7,9.0,63,0,1,False,False
Roberto Wallace,MIA,24,,12,0,10,6,62,10.3,0,1,19,0.5,5.2,60.0%,6.2,,,,0,,,,,6,10.3,62,0,0,False,False
Tom Crabtree,GNB,25,,16,1,7,4,61,15.3,0,2,33,0.3,3.8,57.1%,8.7,,,,0,,,,,4,15.3,61,0,0,False,False
Lavelle Hawkins,TEN,24,,6,0,6,5,61,12.2,0,3,24,0.8,10.2,83.3%,10.2,,,,0,,,,,5,12.2,61,0,0,False,False
Eric Weems,ATL,25,,16,4,6,6,61,10.2,0,3,18,0.4,3.8,100.0%,10.2,,,,0,,,,,6,10.2,61,0,0,True,False
Matt Hasselbeck,SEA,35,QB,14,14,0,0,0,,0,0,0,0.0,0.0,0.0%,,23,60,3,7,20,2.6,4.3,1.6,23,2.6,60,3,7,False,False
Kassim Osgood,JAX,30,,16,3,16,6,60,10.0,1,4,24,0.4,3.8,37.5%,3.8,,,,0,,,,,6,10.0,60,1,0,False,False
Alex Smith,SFO,26,QB,11,10,0,0,0,,0,0,0,0.0,0.0,0.0%,,18,60,0,3,12,3.3,5.5,1.6,18,3.3,60,0,4,False,False
Jackie Battle,KAN,27,,16,0,3,1,9,9.0,0,0,9,0.1,0.6,33.3%,3.0,20,50,1,7,7,2.5,3.1,1.3,21,2.8,59,1,0,False,False
Trent Edwards,2TM,27,,5,3,0,0,0,,0,0,0,0.0,0.0,0.0%,,14,58,0,0,14,4.1,11.6,2.8,14,4.1,58,0,0,False,False
Jimmy Clausen,CAR,23,QB,13,10,0,0,0,,0,0,0,0.0,0.0,0.0%,,23,57,0,3,11,2.5,4.4,1.8,23,2.5,57,0,9,False,False
Tony Fiammetta,CAR,24,FB,14,9,10,5,34,6.8,0,3,11,0.4,2.4,50.0%,3.4,7,22,0,4,11,3.1,1.6,0.5,12,4.7,56,0,0,False,False
Robert Royal,CLE,31,,15,4,12,5,56,11.2,1,2,20,0.3,3.7,41.7%,4.7,,,,0,,,,,5,11.2,56,1,0,False,False
John Conner,NYJ,23,,16,0,4,2,9,4.5,0,1,7,0.1,0.6,50.0%,2.3,8,44,1,2,16,5.5,2.8,0.5,10,5.3,53,1,0,False,False
Alge Crumpler,NWE,33,TE,16,10,10,6,52,8.7,2,4,27,0.4,3.3,60.0%,5.2,,,,0,,,,,6,8.7,52,2,0,False,False
Chris Gronkowski,DAL,24,fb,14,7,14,7,35,5.0,1,2,12,0.5,2.5,50.0%,2.5,5,17,0,2,8,3.4,1.2,0.4,12,4.3,52,1,0,False,False
Chad Henne,MIA,25,QB,15,14,0,0,0,,0,0,0,0.0,0.0,0.0%,,35,52,0,7,10,1.5,3.5,2.3,35,1.5,52,0,5,False,False
Philip Rivers,SDG,29,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,29,52,0,6,14,1.8,3.3,1.8,29,1.8,52,0,7,True,False
Greg Jones,JAX,29,FB,16,13,11,11,47,4.3,0,2,12,0.7,2.9,100.0%,4.3,2,4,0,0,3,2.0,0.3,0.1,13,3.9,51,0,0,False,False
Carson Palmer,CIN,31,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,32,50,0,6,9,1.6,3.1,2.0,32,1.6,50,0,7,False,False
Preston Parker,TAM,23,,9,0,9,4,42,10.5,0,3,21,0.4,4.7,44.4%,4.7,1,7,0,0,7,7.0,0.8,0.1,5,9.8,49,0,0,False,False
Tony Romo,DAL,30,qb,6,6,0,0,11,,0,0,11,0.0,1.8,0.0%,,6,38,0,2,14,6.3,6.3,1.0,6,8.2,49,0,0,False,False
John Skelton,ARI,22,,5,4,0,0,0,,0,0,0,0.0,0.0,0.0%,,10,49,0,3,16,4.9,9.8,2.0,10,4.9,49,0,3,False,False
Terrence Austin,WAS,22,,5,0,5,3,47,15.7,0,3,28,0.6,9.4,60.0%,9.4,,,,0,,,,,3,15.7,47,0,0,False,False
Jim Dray,ARI,24,,16,3,9,3,47,15.7,0,3,24,0.2,2.9,33.3%,5.2,,,,0,,,,,3,15.7,47,0,0,False,False
Tim Castille,KAN,26,,10,4,12,10,43,4.3,0,3,14,1.0,4.3,83.3%,3.6,5,3,0,0,3,0.6,0.3,0.5,15,3.1,46,0,0,False,False
David Johnson,PIT,23,te,16,5,6,4,46,11.5,0,2,25,0.3,2.9,66.7%,7.7,,,,0,,,,,4,11.5,46,0,0,False,False
Ryan Grant,GNB,28,,1,1,0,0,0,,0,0,0,0.0,0.0,0.0%,,8,45,0,2,18,5.6,45.0,8.0,8,5.6,45,0,0,False,False
Tony Richardson,NYJ,39,FB,16,10,5,5,31,6.2,0,1,14,0.3,1.9,100.0%,6.2,5,13,0,3,4,2.6,0.8,0.3,10,4.4,44,0,0,False,False
Mickey Shuler,MIA,24,,6,2,5,2,44,22.0,0,2,28,0.3,7.3,40.0%,8.8,,,,0,,,,,2,22.0,44,0,0,False,False
Heath Evans,NOR,32,fb,16,6,11,7,41,5.9,1,4,18,0.4,2.6,63.6%,3.7,2,2,0,0,2,1.0,0.1,0.1,9,4.8,43,1,0,False,False
Brandon Manumaleuna,CHI,30,TE,16,13,7,5,43,8.6,1,4,16,0.3,2.7,71.4%,6.1,,,,0,,,,,5,8.6,43,1,0,False,False
David Martin,BUF,31,TE,16,9,8,7,43,6.1,1,3,15,0.4,2.7,87.5%,5.4,,,,0,,,,,7,6.1,43,1,0,False,False
Jerramy Stevens,TAM,31,,5,1,5,3,43,14.3,0,2,22,0.6,8.6,60.0%,8.6,,,,0,,,,,3,14.3,43,0,0,False,False
Charlie Whitehurst,SEA,28,,6,2,0,0,0,,0,0,0,0.0,0.0,0.0%,,20,43,1,4,9,2.2,7.2,3.3,20,2.2,43,1,2,False,False
Gartrell Johnson,ATL,24,,9,0,5,3,6,2.0,0,1,10,0.3,0.7,60.0%,1.2,10,36,0,2,23,3.6,4.0,1.1,13,3.2,42,0,1,False,False
Reggie Kelly,CIN,33,TE,16,14,13,10,42,4.2,0,0,9,0.6,2.6,76.9%,3.2,,,,0,,,,,10,4.2,42,0,0,False,False
Bruce Gradkowski,OAK,27,,6,4,0,0,0,,0,0,0,0.0,0.0,0.0%,,12,41,0,2,12,3.4,6.8,2.0,12,3.4,41,0,3,False,False
Taylor Price,NWE,23,,1,0,4,3,41,13.7,0,3,18,3.0,41.0,75.0%,10.3,,,,0,,,,,3,13.7,41,0,0,False,False
Brandon James,IND,23,,3,0,11,6,40,6.7,0,3,17,2.0,13.3,54.5%,3.6,,,,0,,,,,6,6.7,40,0,0,False,False
Dwayne Jarrett,CAR,24,,3,0,5,2,40,20.0,0,2,21,0.7,13.3,40.0%,8.0,,,,0,,,,,2,20.0,40,0,0,False,False
Nick Miller,OAK,23,,9,0,4,3,40,13.3,0,1,32,0.3,4.4,75.0%,10.0,,,,0,,,,,3,13.3,40,0,2,False,False
Chaz Schilens,OAK,25,,5,0,9,5,40,8.0,1,4,11,1.0,8.0,55.6%,4.4,,,,0,,,,,5,8.0,40,1,0,False,False
Stephen Spach,ARI,28,TE,15,11,17,7,40,5.7,0,3,14,0.5,2.7,41.2%,2.4,,,,0,,,,,7,5.7,40,0,0,False,False
Naufahu Tahi,MIN,29,FB,15,7,6,6,39,6.5,1,3,11,0.4,2.6,100.0%,6.5,1,1,0,1,1,1.0,0.1,0.1,7,5.7,40,1,0,False,False
Albert Young,MIN,25,,3,0,2,2,11,5.5,0,0,13,0.7,3.7,100.0%,5.5,13,29,0,1,6,2.2,9.7,4.3,15,2.7,40,0,0,False,False
Brody Eldridge,IND,23,TE,14,8,9,5,39,7.8,0,1,10,0.4,2.8,55.6%,4.3,,,,0,,,,,5,7.8,39,0,0,False,False
Josh Johnson,TAM,24,,11,0,1,0,0,,0,0,0,0.0,0.0,0.0%,0.0,4,39,0,3,14,9.8,3.5,0.4,4,9.8,39,0,0,False,False
Ryan Purvis,TAM,24,,10,2,6,5,38,7.6,0,3,12,0.5,3.8,83.3%,6.3,,,,0,,,,,5,7.6,38,0,0,False,False
Will Heller,DET,29,te,16,5,5,4,37,9.3,1,2,13,0.3,2.3,80.0%,7.4,,,,0,,,,,4,9.3,37,1,0,False,False
Corey McIntyre,BUF,31,FB,16,7,8,4,32,8.0,0,1,14,0.3,2.0,50.0%,4.0,4,5,1,3,2,1.3,0.3,0.3,8,4.6,37,1,1,False,False
Kevin Ogletree,DAL,23,,6,0,6,3,34,11.3,0,2,19,0.5,5.7,50.0%,5.7,,,,0,,,,,3,11.3,34,0,0,False,False
Lorenzo Booker,MIN,26,,4,0,6,5,32,6.4,0,3,7,1.3,8.0,83.3%,5.3,,,,0,,,,,5,6.4,32,0,1,False,False
Rock Cartwright,OAK,31,,16,0,3,1,10,10.0,0,0,10,0.1,0.6,33.3%,3.3,9,22,0,2,10,2.4,1.4,0.6,10,3.2,32,0,0,False,False
Dennis Dixon,PIT,25,,2,2,0,0,0,,0,0,0,0.0,0.0,0.0%,,5,32,0,1,21,6.4,16.0,2.5,5,6.4,32,0,2,False,False
Jeff Dugan,MIN,29,,16,4,5,4,30,7.5,0,3,10,0.3,1.9,80.0%,6.0,2,2,0,1,2,1.0,0.1,0.1,6,5.3,32,0,0,False,False
Jake O'Connell,KAN,25,,15,2,4,3,31,10.3,0,2,18,0.2,2.1,75.0%,7.8,,,,0,,,,,3,10.3,31,0,0,False,False
Charlie Batch,PIT,36,,3,2,0,0,0,,0,0,0,0.0,0.0,0.0%,,7,30,0,2,24,4.3,10.0,2.3,7,4.3,30,0,2,False,False
Tom Brady,NWE,33,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,31,30,1,10,9,1.0,1.9,1.9,31,1.0,30,1,3,True,True
Chase Coffman,CIN,24,,6,0,5,3,30,10.0,0,2,14,0.5,5.0,60.0%,6.0,,,,0,,,,,3,10.0,30,0,0,False,False
Derrick Williams,DET,24,,7,1,5,3,30,10.0,0,1,17,0.4,4.3,60.0%,6.0,,,,0,,,,,3,10.0,30,0,0,False,False
Michael Palmer,ATL,22,,14,1,8,5,29,5.8,1,3,11,0.4,2.1,62.5%,3.6,,,,0,,,,,5,5.8,29,1,0,False,False
Jonathan Dwyer,PIT,21,,1,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,9,28,0,0,7,3.1,28.0,9.0,9,3.1,28,0,0,False,False
Matt Schaub,HOU,29,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,22,28,0,7,8,1.3,1.8,1.4,22,1.3,28,0,9,False,False
Nate Byham,SFO,22,,14,3,7,5,27,5.4,0,0,9,0.4,1.9,71.4%,3.9,,,,0,,,,,5,5.4,27,0,0,False,False
Mike Cox,KAN,25,,7,2,4,4,27,6.8,0,1,13,0.6,3.9,100.0%,6.8,,,,0,,,,,4,6.8,27,0,0,False,False
Quinton Ganther,2TM,26,,11,1,3,2,9,4.5,0,0,8,0.2,0.8,66.7%,3.0,9,18,0,0,11,2.0,1.6,0.8,11,2.5,27,0,0,False,False
Matt Flynn,GNB,25,,7,1,0,0,0,,0,0,0,0.0,0.0,0.0%,,9,26,0,2,12,2.9,3.7,1.3,9,2.9,26,0,1,False,False
Quinn Johnson,GNB,24,,11,4,4,3,26,8.7,0,2,11,0.3,2.4,75.0%,6.5,,,,0,,,,,3,8.7,26,0,0,False,False
Mike Karney,STL,29,FB,12,5,5,5,14,2.8,0,1,4,0.4,1.2,100.0%,2.8,6,12,0,3,4,2.0,1.0,0.5,11,2.4,26,0,0,False,False
Patrick Turner,NYJ,23,,5,0,2,2,26,13.0,0,0,21,0.4,5.2,100.0%,13.0,,,,0,,,,,2,13.0,26,0,0,False,False
Lawrence Vickers,CLE,27,,16,4,9,4,15,3.8,0,1,10,0.3,0.9,44.4%,1.7,5,11,0,2,3,2.2,0.7,0.3,9,2.9,26,0,0,False,False
Derek Anderson,ARI,27,QB,12,9,0,0,0,,0,0,0,0.0,0.0,0.0%,,5,25,0,2,11,5.0,2.1,0.4,5,5.0,25,0,6,False,False
Richard Goodman,SDG,23,,3,0,2,1,25,25.0,0,0,25,0.3,8.3,50.0%,12.5,,,,0,,,,,1,25.0,25,0,1,False,False
Matt Moore,CAR,26,qb,6,5,0,0,0,,0,0,0,0.0,0.0,0.0%,,5,25,0,1,8,5.0,4.2,0.8,5,5.0,25,0,4,False,False
Shawn Nelson,BUF,25,,5,1,4,3,25,8.3,0,1,12,0.6,5.0,75.0%,6.3,,,,0,,,,,3,8.3,25,0,1,False,False
Zach Potter,JAX,24,,13,1,7,3,24,8.0,0,1,10,0.2,1.8,42.9%,3.4,,,,0,,,,,3,8.0,24,0,0,False,False
Darrel Young,WAS,23,,16,0,1,1,3,3.0,1,1,3,0.1,0.2,100.0%,3.0,4,19,0,1,16,4.8,1.2,0.3,5,4.4,22,1,0,False,False
Michael Bennett,OAK,32,,7,0,2,2,9,4.5,0,0,6,0.3,1.3,100.0%,4.5,2,11,0,1,6,5.5,1.6,0.3,4,5.0,20,0,0,False,False
Reagan Maui'a,ARI,26,,15,4,6,2,20,10.0,0,1,10,0.1,1.3,33.3%,3.3,,,,0,,,,,2,10.0,20,0,0,False,False
Moran Norris,SFO,32,FB,16,11,9,4,20,5.0,0,1,8,0.3,1.3,44.4%,2.2,3,0,0,1,1,0.0,0.0,0.2,7,2.9,20,0,0,False,False
Michael Clayton,NYG,28,,6,0,4,2,19,9.5,0,1,14,0.3,3.2,50.0%,4.8,,,,0,,,,,2,9.5,19,0,0,False,False
Kellen Davis,CHI,25,,16,3,2,1,19,19.0,1,1,19,0.1,1.2,50.0%,9.5,,,,0,,,,,1,19.0,19,1,0,False,False
Garrett Mills,PHI,27,,7,3,3,2,19,9.5,0,1,14,0.3,2.7,66.7%,6.3,,,,0,,,,,2,9.5,19,0,0,False,False
Hank Baskett,2TM,28,,8,0,4,1,18,18.0,0,0,18,0.1,2.3,25.0%,4.5,,,,0,,,,,1,18.0,18,0,0,False,False
Kyle Boller,OAK,29,,5,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,7,18,0,1,15,2.6,3.6,1.4,7,2.6,18,0,1,False,False
Kareem Huggins,TAM,24,,3,0,2,1,7,7.0,0,1,7,0.3,2.3,50.0%,3.5,4,11,0,0,7,2.8,3.7,1.3,5,3.6,18,0,0,False,False
Peyton Manning,IND,34,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,18,18,0,2,27,1.0,1.1,1.1,18,1.0,18,0,3,True,False
Seneca Wallace,CLE,30,,8,4,1,1,9,9.0,0,1,9,0.1,1.1,100.0%,9.0,7,9,0,1,6,1.3,1.1,0.9,8,2.3,18,0,1,False,False
Thomas Clayton,2TM,26,,3,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,7,17,0,0,5,2.4,5.7,2.3,7,2.4,17,0,0,False,False
Jerious Norwood,ATL,27,,2,0,3,1,9,9.0,0,0,9,0.5,4.5,33.3%,3.0,2,8,0,1,6,4.0,4.0,1.0,3,5.7,17,0,0,False,False
Steve Weatherford,NYJ,28,,16,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,17,0,0,17,17.0,1.1,0.1,1,17.0,17,0,0,False,False
Matt Willis,DEN,26,,6,0,2,1,17,17.0,0,1,17,0.2,2.8,50.0%,8.5,,,,0,,,,,1,17.0,17,0,0,False,False
Brandon Banks,WAS,23,,13,0,5,2,10,5.0,0,1,15,0.2,0.8,40.0%,2.0,2,6,0,0,3,3.0,0.5,0.2,4,4.0,16,0,2,False,False
Quan Cosby,CIN,28,,16,0,2,2,16,8.0,0,1,11,0.1,1.0,100.0%,8.0,,,,0,,,,,2,8.0,16,0,0,False,False
Chase Daniel,NOR,24,,13,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,2,16,0,1,16,8.0,1.2,0.2,2,8.0,16,0,1,False,False
Brock Bolen,JAX,25,,4,0,3,1,15,15.0,0,1,15,0.3,3.8,33.3%,5.0,,,,0,,,,,1,15.0,15,0,0,False,False
Fendi Onobun,STL,24,,3,0,4,2,15,7.5,0,1,8,0.7,5.0,50.0%,3.8,,,,0,,,,,2,7.5,15,0,0,False,False
David Reed,BAL,23,,13,0,1,0,0,,0,0,0,0.0,0.0,0.0%,0.0,1,15,0,1,15,15.0,1.2,0.1,1,15.0,15,0,0,False,False
Yamon Figurs,2TM,27,,2,0,2,2,17,8.5,0,0,11,1.0,8.5,100.0%,8.5,1,-4,0,0,0,-4.0,-2.0,0.5,3,4.3,13,0,1,False,False
Cary Williams,BAL,26,,13,0,1,1,13,13.0,0,1,13,0.1,1.0,100.0%,13.0,,,,0,,,,,1,13.0,13,0,0,False,False
Desmond Clark,CHI,33,,5,0,2,1,12,12.0,0,1,12,0.2,2.4,50.0%,6.0,,,,0,,,,,1,12.0,12,0,0,False,False
Kevin Curtis,MIA,32,,2,0,2,1,6,6.0,0,0,6,0.5,3.0,50.0%,3.0,1,6,0,0,6,6.0,3.0,0.5,2,6.0,12,0,0,False,False
Tory Humphrey,NOR,27,,6,2,2,1,12,12.0,0,1,12,0.2,2.0,50.0%,6.0,,,,0,,,,,1,12.0,12,0,0,False,False
Kregg Lumpkin,TAM,26,,11,0,1,1,12,12.0,0,1,12,0.1,1.1,100.0%,12.0,1,0,0,0,0,0.0,0.0,0.1,2,6.0,12,0,0,False,False
Cedric Peerman,CIN,24,,7,0,3,1,11,11.0,0,1,11,0.1,1.6,33.3%,3.7,2,1,0,0,1,0.5,0.1,0.3,3,4.0,12,0,0,False,False
Gijon Robinson,IND,26,,11,2,7,3,12,4.0,1,2,6,0.3,1.1,42.9%,1.7,,,,0,,,,,3,4.0,12,1,0,False,False
Curtis Brinkley,SDG,25,,3,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,2,11,0,1,9,5.5,3.7,0.7,2,5.5,11,0,0,False,False
Matthew Stafford,DET,22,,3,3,0,0,0,,0,0,0,0.0,0.0,0.0%,,4,11,1,1,9,2.8,3.7,1.3,4,2.8,11,1,2,False,False
Erik Lorig,TAM,24,,9,1,2,1,10,10.0,0,1,10,0.1,1.1,50.0%,5.0,,,,0,,,,,1,10.0,10,0,0,False,False
Logan Paulsen,WAS,23,,11,0,2,2,10,5.0,1,1,9,0.2,0.9,100.0%,5.0,,,,0,,,,,2,5.0,10,1,0,False,False
Kellen Clemens,NYJ,27,,1,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,2,9,1,1,10,4.5,9.0,2.0,2,4.5,9,1,0,False,False
Korey Hall,GNB,27,FB,12,6,1,1,9,9.0,0,0,9,0.1,0.8,100.0%,9.0,,,,0,,,,,1,9.0,9,0,0,False,False
Carlton Mitchell,CLE,22,,5,0,1,0,0,,0,0,0,0.0,0.0,0.0%,0.0,1,9,0,0,9,9.0,1.8,0.2,1,9.0,9,0,0,False,False
Richard Quinn,DEN,24,,14,4,2,1,9,9.0,0,0,9,0.1,0.6,50.0%,4.5,,,,0,,,,,1,9.0,9,0,0,False,False
Khalif Barnes,OAK,28,,16,3,2,2,8,4.0,1,1,6,0.1,0.5,100.0%,4.0,,,,0,,,,,2,4.0,8,1,0,False,False
Todd Bouman,JAX,38,,1,1,0,0,0,,0,0,0,0.0,0.0,0.0%,,2,8,0,1,6,4.0,8.0,2.0,2,4.0,8,0,0,False,False
Scott Chandler,2TM,25,,13,1,3,1,8,8.0,0,0,8,0.1,0.6,33.3%,2.7,,,,0,,,,,1,8.0,8,0,0,False,False
